n	r	m
{"id":209,"labels":["Article"],"properties":{"action":"요건의 전부 또는 일부를 갖춘 것으로 간주함","concept":"등록요건 충족의 간주","full_text":"제12조제2항제3호ㆍ제 4호 및 제6호의 요건 중 전부 또는 일부를 갖춘 것으로 본다. [본조신설 2021. 6. 8.] 제2절 등록요건 및 절차","number":"제12조","object":"제12조제2항제3호, 제4호 및 제6호에서 정하는 요건","subject":"해당 법령의 적용을 받는 자"},"type":"node"}		
{"id":210,"labels":["Article"],"properties":{"action":"금융투자업등록을 하지 아니하고 투자자문업 또는 투자일임업을 영위하는 행위 금지","concept":"미등록 영업행위의 금지","full_text":"제17조(미등록 영업행위의 금지) 누구든지 이 법에 따른 금융투자업등록(변경등록을 포함한다 )을 하지 아니하고는 투자자문업 또는 투자일임업을 영위하여서는 아니 된다.","number":"제17조","object":"투자자문업 또는 투자일임업","subject":"누구든지"},"type":"node"}		
{"id":211,"labels":["Article"],"properties":{"action":"금융위원회에 금융투자업등록을 하여야 함","concept":"투자자문업 또는 투자일임업의 등록 요건 및 절차","full_text":"제18조(투자자문업 또는 투자일임업의 등록) ① 투자자문업 또는 투자일임업을 영위하려는 자 는 다음 각 호의 사항을 구성요소로 하여 대통령령으로 정하는 업무 단위(이하 “등록업무 단 위”라 한다)의 전부나 일부를 선택하여 금융위원회에 하나의 금융투자업등록을 하여야 한다. <개정 2008. 2. 29., 2013. 5. 28.> 1. 투자자문업 또는 투자일임업 2. 금융투자상품등의 범위(증권, 장내파생상품, 장외파생상품 및 그 밖에 대통령령으로 정하 는 투자대상자산을 말한다) 법제처 19 국가법령정보센 터 자본시장과 금융투자업에 관한 법률 3. 투자자의 유형 ② 제1항에 따라 금융투자업등록을 하려는 자는 다음 각 호의 요건을 모두 갖추어야 한다. <개정 2010. 3. 12., 2011. 8. 4., 2013. 5. 28., 2015. 7. 31.> 1. 다음 각 목의 어느 하나에 해당하는 자일 것. 다만, 외국 투자자문업자(외국 법령에 따라 외국에서 투자자문업에 상당하는 영업을 영위하는 자를 말한다. 이하 같다) 또는 외국 투자 일임업자(외국 법령에 따라 외국에서 투자일임업에 상당하는 영업을 영위하는 자를 말한 다. 이하 같다)가 외국에서 국내 거주자를 상대로 직접 영업을 하거나 통신수단을 이용하여 투자자문업 또는 투자일임업을 영위하는 경우에는 적용하지 아니한다. 가. 「상법」에 따른 주식회사이거나 대통령령으로 정하는 금융기관 나. 외국 투자자문업자로서 투자자문업의 수행에 필요한 지점, 그 밖의 영업소를 설치한 자 다. 외국 투자일임업자로서 투자일임업의 수행에 필요한 지점, 그 밖의 영업소를 설치한 자 2. 등록업무 단위별로 1억원 이상으로서 대통령령으로 정하는 금액 이상의 자기자본을 갖출 것 3. 다음 각 목의 구분에 따른 투자권유자문인력","number":"제18조","object":"투자자문업 또는 투자일임업","subject":"투자자문업 또는 투자일임업을 영위하려는 자"},"type":"node"}		
{"id":212,"labels":["Article"],"properties":{"action":"정의함","concept":"투자권유자문인력 및 투자운용인력의 정의","full_text":"제286조제1항제3호가목에 따른 투자권유자 문인력을 말한다. 이하 같다) 또는 투자운용인력(","number":"제286조제1항제3호가목","object":"투자권유자문인력 및 투자운용인력"},"type":"node"}		
{"id":213,"labels":["Article"],"properties":{"action":"대통령령으로 정하는 수 이상의 전문 인력을 확보하고 갖추어야 함","concept":"투자자문업 및 투자일임업의 인력 확보 요건","full_text":"제286조제1항제3호다목에 따른 투자운용 인력을 말한다. 이하 같다)을 갖출 것. 이 경우 제1호 각 목 외의 부분 단서에 규정된 자가 해당 국가에서 투자권유자문인력 또는 투자운용인력에 상당하는 자를 다음 각 목의 수 이 상 확보하고 있는 때에는 해당 요건을 갖춘 것으로 본다. 가. 투자자문업의 경우에는 투자권유자문인력을 대통령령으로 정하는 수 이상 갖출 것 나. 투자일임업의 경우에는 투자운용인력을 대통령령으로 정하는 수 이상 갖출 것 4. 임원이 「금융회사의 지배구조에 관한 법률」","number":"제286조제1항제3호다목 관련","object":"투자권유자문인력 및 투자운용인력","subject":"투자자문업 또는 투자일임업을 영위하려는 자(외국 금융투자업자 포함)"},"type":"node"}		
{"id":214,"labels":["Article"],"properties":{"action":"요건을 갖춤","concept":"대주주 및 외국 투자자문·일임업자의 요건 충족","full_text":"제5조에 적합할 것 5. 대주주나 외국 투자자문업자 또는 외국 투자일임업자가 다음 각 목의 구분에 따른 요건을 갖출 것 가. 제1호가목의 경우 대주주(","number":"제5조","object":"법령에서 정하는 구분별 요건","subject":"대주주, 외국 투자자문업자 또는 외국 투자일임업자"},"type":"node"}		
{"id":215,"labels":["Article"],"properties":{"action":"대통령령으로 정하는 사회적 신용, 건전한 재무상태 및 이해상충 방지 체계 등의 요건을 갖춤","concept":"금융투자업 등록 및 인가를 위한 사회적 신용, 재무상태 및 이해상충 방지 체계 요건","full_text":"제12조제2항제6호가목의 대주주를 말한다)가 대통령령으로 정하는 사회적 신용을 갖출 것 나. 제1호 각 목 외의 부분 단서 및 같은 호 나목ㆍ다목의 경우 외국 투자자문업자 또는 외 국 투자일임업자가 대통령령으로 정하는 사회적 신용을 갖출 것 5의2. 대통령령으로 정하는 건전한 재무상태와 사회적 신용을 갖출 것 6. 금융투자업자와 투자자 간, 특정 투자자와 다른 투자자 간의 이해상충을 방지하기 위한 체 계로서 대통령령으로 정하는 요건을 갖출 것","number":"제12조제2항제6호가목 등","object":"사회적 신용, 건전한 재무상태, 이해상충 방지 체계","subject":"대주주, 외국 투자자문업자, 외국 투자일임업자 및 금융투자업자"},"type":"node"}		
{"id":216,"labels":["Article"],"properties":{"action":"등록신청서에 농림축산식품부령으로 정하는 서류를 첨부하여 제출","concept":"등록의 신청 절차 및 방법","full_text":"제19조(등록의 신청 등) ① 제18조제1항에 따라 등록을 하려는 자는 대통령령으로 정하는 바에 따라 등록신청서에 농림축산식품부령으로 정하는 서류를 첨부하여 국립종자원장에게 제출하여야 한다.","number":"제19조","object":"국립종자원장","subject":"제18조제1항에 따라 등록을 하려는 자"},"type":"node"}		
{"id":217,"labels":["Article"],"properties":{"action":"등록신청서 제출, 등록 여부 검토·결정 및 결과 통지","concept":"금융투자업 등록 절차 및 등록 여부 결정","full_text":"제18조에 따른 금융투자업등록을 하려는 자는 등록신청서를 금융위원회에 제출하여야 한다. <개정 2008. 2. 29.> ② 금융위원회는 제1항의 등록신청서를 접수한 경우에는 그 내용을 검토하여 2개월 이내에 금융투자업등록 여부를 결정하고, 그 결과와 이유를 지체 없이 신청인에게 문서로 통지하여야 한다. 이 경우 등록신청서에 흠결이 있는 때에는 보완을 요구할 수 있다.<개정 2008. 2. 29.> ③ 제2항의 검토기간을 산정함에 있어서 등록신청서 흠결의 보완기간 등 총리령으로 정하는 기간은 검토기간에 산입하지 아니한다.<개정 2008. 2. 29.> ④ 금융위원회는 제2항의 금융투자업등록 여부를 결정함에 있어서 다음 각 호의 어느 하나에 해당하는 사유가 없는 한 등록을 거부하여서는 아니 된다.<개정 2008. 2. 29.>","number":"제19조","object":"금융투자업 등록신청서 및 등록 여부","subject":"금융투자업 등록 신청자 및 금융위원회"},"type":"node"}		
{"id":218,"labels":["Article"],"properties":{"action":"등록사항 기재 및 공고","concept":"투자자문업 및 투자일임업의 등록 절차와 사후 관리","full_text":"제18조제2항의 금융투자업등록요건을 갖추지 아니한 경우 2. 제1항의 등록신청서를 거짓으로 작성한 경우 3. 제2항 후단의 보완요구를 이행하지 아니한 경우 ⑤ 금융위원회는 제2항에 따라 금융투자업등록을 결정한 경우 투자자문업자등록부 또는 투 자일임업자등록부에 필요한 사항을 기재하여야 하며, 등록결정한 내용을 관보 및 인터넷 홈 페이지 등에 공고하여야 한다.<개정 2008. 2. 29.> ⑥ 제1항부터 제5항까지의 규정에 따른 등록신청서의 기재사항ㆍ첨부서류 등 등록의 신청 에 관한 사항과 등록검토의 방법ㆍ절차, 그 밖에 필요한 사항은 대통령령으로 정한다.","number":"제18조","object":"투자자문업자등록부 또는 투자일임업자등록부 및 등록결정 내용","subject":"금융위원회"},"type":"node"}		
{"id":219,"labels":["Article"],"properties":{"action":"유지","concept":"등록요건의 유지","full_text":"제20조(등록요건의 유지) 투자자문업자 또는 투자일임업자는 금융투자업등록 이후 그 영업을 영위함에 있어서","number":"제20조","object":"등록요건","subject":"투자자문업자 또는 투자일임업자"},"type":"node"}		
{"id":220,"labels":["Article"],"properties":{"action":"유지하여야 함","concept":"등록요건의 유지 의무","full_text":"제18조제2항 각 호의 등록요건(같은 조 같은 항 제5호의2를 제외하며, 같은 항 제2호 및 제5호의 경우에는 대통령령으로 정하는 완화된 요건을 말한다)을 유지하여야 한 다. <개정 2010. 3. 12.>","number":"제18조","object":"제18조제2항 각 호의 등록요건(제5호의2 제외, 제2호 및 제5호는 대통령령으로 정하는 완화된 요건)","subject":"등록을 한 자"},"type":"node"}		
{"id":221,"labels":["Article"],"properties":{"action":"등록을 직권으로 말소","concept":"등록의 직권말소","full_text":"제20조의2(등록의 직권말소) ① 금융위원회는 투자자문업자, 투자일임업자 및 일반 사모집합투 자업자가 다음 각 호의 어느 하나에 해당하는 경우에는 그 등록을 직권으로 말소할 수 있다. 1. 해당 등록업무 단위별 최저자기자본의 100분의 70 이상을 6개월 이상 계속해서 유지하지 아니한 경우 2. 등록을 한 날부터 6개월(일반 사모집합투자업자의 경우에는 1년) 이내에 정당한 사유 없 이 영업을 시작하지 아니하거나, 영업을 시작한 후 정당한 사유 없이 등록한 업무를 6개월 이상 계속해서 하지 아니한 경우 3. 해당 등록업무 단위별 투자권유자문인력 또는 투자운용인력 요건을 6개월 이상 계속해서 유지하지 아니한 경우 4. 월별 업무보고서를 6개월 이상 계속 제출하지 아니하고, 금융위원회로부터 그 보고서 제 출요구를 받은 날부터 1개월 이내에 이를 제출하지 아니한 경우 5. 관할 세무서장에게 폐업신고를 하거나 관할 세무서장이 사업자등록을 말소한 경우 6. 파산선고를 받은 경우 ② 금융위원회는 제1항의 등록 말소를 위하여 관할 세무서장에게 영업자의 폐업 여부에 관 한 정보를 요청할 수 있다. 이 경우 관할 세무서장은 그 정보를 제공하여야 한다. [본조신설 2021. 4. 20.]","number":"제20조의2","object":"투자자문업자, 투자일임업자 및 일반 사모집합투자업자","subject":"금융위원회"},"type":"node"}		
